start, end, dbtime1, dbtime2, dbtime3, dbtime4, dbtime5
1643143082309, 1643143093541, 916, 0, 339, 549, 33
1643143082730, 1643143096623, 1404, 0, 358, 993, 42
1643143083207, 1643143104424, 1507, 0, 263, 3657, 2867
1643143083678, 1643143096281, 1298, 0, 267, 765, 51
1643143085323, 1643143097716, 942, 0, 215, 1180, 56
1643143085767, 1643143098205, 936, 0, 100, 1311, 14
1643143086358, 1643143104349, 1251, 0, 373, 4655, 74
1643143086794, 1643143117567, 1514, 0, 285, 16751, 14
1643143088443, 1643143107696, 1402, 0, 221, 4878, 123
1643143086828, 1643143100902, 1027, 0, 214, 2375, 100
1643143088298, 1643143103622, 1408, 0, 169, 2601, 384
1643143089710, 1643143114834, 1707, 0, 475, 4261, 6274
1643143088271, 1643143104348, 1211, 0, 197, 4789, 75
1643143089848, 1643143121092, 1407, 0, 418, 10158, 5605
1643143090364, 1643143114833, 1478, 0, 507, 4327, 6276
1643143090733, 1643143107503, 1342, 0, 332, 4933, 62
1643143090290, 1643143109521, 1481, 0, 227, 5963, 95
1643143093881, 1643143127338, 1900, 0, 357, 14400, 3904
1643143091264, 1643143114833, 1327, 0, 470, 4178, 6487
1643143093895, 1643143119413, 1504, 0, 408, 10172, 297
1643143093347, 1643143121089, 1476, 0, 203, 10208, 5603
1643143093781, 1643143121090, 1599, 0, 491, 7426, 5601
1643143096327, 1643143127338, 2301, 0, 240, 11053, 3922
1643143093753, 1643143116504, 1034, 0, 1355, 9240, 14
1643143094308, 1643143124114, 1409, 0, 694, 10097, 5722
1643143096870, 1643143127339, 3344, 0, 493, 11796, 4543
1643143097372, 1643143133113, 1730, 0, 248, 21157, 96
1643143096707, 1643143119022, 1245, 0, 453, 1609, 8834
1643143096227, 1643143127338, 1429, 0, 584, 15826, 2293
1643143097728, 1643143128427, 4421, 0, 341, 12360, 29
1643143097307, 1643143127338, 1588, 0, 266, 12351, 4167
1643143099754, 1643143149863, 1811, 0, 238, 27850, 9426
1643143100379, 1643143129593, 4369, 0, 890, 10933, 226
1643143099916, 1643143150064, 5718, 0, 605, 24897, 8334
1643143093988, 1643143108268, 622, 0, 145, 5908, 41
1643143100795, 1643143150066, 2234, 0, 288, 23296, 10127
1643143102344, 1643143150065, 1656, 0, 736, 23688, 8353
1643143100827, 1643143128862, 3823, 0, 334, 12862, 1389
1643143103231, 1643143124206, 1617, 0, 215, 3905, 87
1643143096505, 1643143121090, 146, 0, 329, 9607, 5604
1643143097013, 1643143121089, 1124, 0, 444, 7532, 5603
1643143102728, 1643143127338, 1473, 0, 282, 6886, 2451
1643143098006, 1643143116670, 139, 0, 461, 9876, 14
1643143098507, 1643143109852, 1895, 0, 559, 741, 103
1643143103206, 1643143150064, 1361, 0, 924, 24082, 8084
1643143104782, 1643143142741, 1529, 0, 325, 24130, 65
1643143106218, 1643143143047, 12204, 0, 469, 2879, 6776
1643143105821, 1643143129591, 1319, 0, 417, 11782, 227
1643143101007, 1643143127339, 439, 0, 241, 12650, 4168
1643143106851, 1643143150066, 11892, 0, 218, 12888, 6047
1643143109246, 1643143153121, 9665, 0, 308, 12308, 7413
1643143106782, 1643143141728, 11515, 0, 571, 2941, 6813
1643143109225, 1643143166284, 9791, 0, 368, 31042, 2680
1643143109860, 1643143150068, 10027, 0, 352, 12143, 6051
1643143104020, 1643143150070, 521, 0, 451, 26842, 9629
1643143104516, 1643143127338, 2972, 0, 160, 3948, 3730
1643143105026, 1643143150063, 960, 0, 252, 24132, 9626
1643143105526, 1643143150066, 3457, 0, 498, 23551, 8428
1643143112287, 1643143161084, 12247, 0, 243, 15088, 11737
1643143113897, 1643143142620, 919, 0, 722, 16835, 81
1643143112243, 1643143143206, 1391, 0, 748, 17450, 71
1643143107519, 1643143150063, 252, 0, 228, 23890, 9626
1643143108032, 1643143124046, 988, 0, 342, 3999, 182
1643143108531, 1643143150068, 6180, 0, 234, 17345, 9631
1643143114268, 1643143166284, 9688, 0, 1148, 27139, 2679
1643143109534, 1643143150065, 8333, 0, 216, 14666, 8335
1643143110034, 1643143133070, 389, 0, 231, 15004, 55
1643143116786, 1643143136063, 2156, 0, 453, 2787, 178
1643143118280, 1643143157297, 5819, 0, 305, 17237, 216
1643143116721, 1643143143713, 2094, 0, 577, 12367, 87
1643143118216, 1643143154521, 6414, 0, 393, 15985, 49
1643143114845, 1643143161084, 10438, 0, 211, 15109, 11736
1643143114853, 1643143161084, 10430, 0, 305, 15112, 11735
1643143114856, 1643143143046, 365, 0, 569, 16179, 849
1643143116522, 1643143150063, 174, 0, 369, 16929, 8334
1643143116715, 1643143150063, 118, 0, 223, 16584, 8242
1643143117590, 1643143143562, 231, 0, 214, 14509, 37
1643143119032, 1643143143204, 1474, 0, 170, 15065, 71
1643143119427, 1643143170813, 1082, 0, 272, 31229, 8733
1643143121103, 1643143135993, 4195, 0, 225, 2801, 111
1643143121105, 1643143166283, 4192, 0, 874, 26108, 2678
1643143121105, 1643143152390, 3884, 0, 357, 18250, 103
1643143121111, 1643143170814, 4188, 0, 349, 27848, 8736
1643143121115, 1643143166283, 4182, 0, 465, 29071, 2679
1643143124059, 1643143166284, 634, 0, 243, 27930, 2678
1643143124127, 1643143161658, 1340, 0, 385, 15558, 11454
1643143124222, 1643143166282, 1087, 0, 436, 26659, 2675
1643143127349, 1643143170813, 13315, 0, 1684, 10761, 7806
1643143127354, 1643143184176, 13406, 0, 2321, 24979, 6779
1643143127354, 1643143166282, 2153, 0, 393, 25057, 2677
1643143127357, 1643143170812, 13990, 0, 2820, 11146, 8669
1643143127357, 1643143184176, 13990, 0, 1340, 24671, 6778
1643143127365, 1643143157396, 2074, 0, 199, 17571, 100
1643143127365, 1643143166282, 2136, 0, 296, 25097, 2677
1643143127366, 1643143170812, 2143, 0, 618, 24758, 8736
1643143128440, 1643143166282, 597, 0, 3216, 19812, 2964
1643143128871, 1643143153120, 648, 0, 719, 15272, 550
1643143129602, 1643143166283, 534, 0, 415, 26815, 1638
1643143129608, 1643143166284, 533, 0, 3129, 19570, 2604
1643143133086, 1643143166281, 227, 0, 2255, 20593, 3081
1643143133145, 1643143166283, 337, 0, 858, 18985, 2787
1643143136005, 1643143166281, 639, 0, 374, 19268, 3081
1643143136076, 1643143160476, 543, 0, 267, 11161, 1894
1643143141739, 1643143166181, 9272, 0, 543, 5959, 73
1643143142631, 1643143184174, 381, 0, 1344, 25388, 6779
1643143142753, 1643143184176, 287, 0, 323, 24575, 6779
1643143143058, 1643143184179, 875, 0, 216, 22810, 6781
1643143143059, 1643143175888, 1107, 0, 857, 20704, 115
1643143143216, 1643143184175, 726, 0, 516, 24993, 6781
1643143143221, 1643143185889, 741, 0, 256, 24287, 7764
1643143143576, 1643143172348, 797, 0, 665, 17076, 18
1643143143723, 1643143184174, 698, 0, 268, 25234, 6779
1643143149873, 1643143199997, 12231, 0, 354, 28929, 118
1643143150074, 1643143185885, 12030, 0, 1559, 7085, 5527
1643143150085, 1643143199997, 11909, 0, 651, 28427, 117
1643143150085, 1643143187751, 12014, 0, 227, 16471, 52
1643143150088, 1643143187820, 12017, 0, 552, 16911, 27
1643143150089, 1643143187593, 12009, 0, 1578, 13128, 78
1643143150089, 1643143199999, 12014, 0, 542, 28569, 117
1643143150101, 1643143200000, 11997, 0, 2261, 25738, 118
1643143150101, 1643143196529, 11998, 0, 712, 22319, 2651
1643143150101, 1643143200001, 11892, 0, 749, 27220, 121
1643143150106, 1643143200020, 11994, 0, 636, 28518, 140
1643143150106, 1643143199999, 11993, 0, 314, 29136, 120
1643143150106, 1643143200000, 11993, 0, 1296, 27273, 121
1643143150107, 1643143185885, 11887, 0, 1664, 6779, 5594
1643143150107, 1643143199998, 11886, 0, 629, 28139, 118
1643143152404, 1643143184175, 384, 0, 2051, 13646, 6779
1643143153130, 1643143184174, 601, 0, 2161, 13881, 6780
1643143153133, 1643143175825, 598, 0, 453, 11034, 54
1643143154534, 1643143196435, 772, 0, 413, 19995, 9778
1643143157310, 1643143196435, 6498, 0, 793, 9820, 10375
1643143157411, 1643143196434, 825, 0, 279, 17709, 9778
1643143160492, 1643143200002, 271, 0, 636, 28511, 111
1643143161099, 1643143196550, 373, 0, 634, 25268, 20
1643143161100, 1643143187790, 150, 0, 556, 15237, 91
1643143161102, 1643143200002, 147, 0, 2044, 25910, 123
1643143161669, 1643143200000, 481, 0, 1153, 25577, 121
1643143166199, 1643143196430, 706, 0, 280, 9444, 10376
1643143166292, 1643143176750, 622, 0, 415, 1608, 33
1643143166295, 1643143185885, 601, 0, 590, 5762, 5044
1643143166297, 1643143196264, 399, 0, 272, 10709, 9614
1643143166298, 1643143196437, 615, 0, 238, 10346, 9787
1643143166298, 1643143200000, 398, 0, 324, 22072, 119
1643143166301, 1643143200010, 595, 0, 424, 21771, 130
1643143166304, 1643143196430, 611, 0, 307, 10314, 9780
1643143166304, 1643143200000, 591, 0, 277, 21885, 119
1643143166305, 1643143185885, 391, 0, 648, 4747, 6270
1643143166310, 1643143200001, 587, 0, 319, 21656, 110
1643143166310, 1643143196431, 387, 0, 414, 10512, 9780
1643143166310, 1643143200003, 602, 0, 197, 21650, 121
1643143166316, 1643143200000, 580, 0, 463, 21128, 119
1643143166316, 1643143200000, 599, 0, 519, 22322, 118
1643143170823, 1643143199999, 913, 0, 237, 19645, 118
1643143170825, 1643143206425, 1165, 0, 1081, 22341, 233
1643143170825, 1643143199997, 911, 0, 227, 19954, 118
1643143170825, 1643143200440, 1166, 0, 1134, 16346, 194
1643143170829, 1643143196550, 907, 0, 600, 15240, 21
1643143172623, 1643143199389, 189, 0, 499, 14816, 408
1643143175835, 1643143217776, 10150, 0, 1239, 13773, 6821
1643143175903, 1643143206090, 10082, 0, 1407, 7993, 520
1643143176762, 1643143210892, 1829, 0, 2224, 22070, 114
1643143184183, 1643143221736, 12987, 0, 874, 14074, 82
1643143184186, 1643143210807
1643143184186, 1643143218187, 12974, 0, 684, 9692, 20
1643143184190, 1643143210835
1643143184191, 1643143221735, 12949, 0, 183, 13064, 82
1643143184193, 1643143218728, 12977, 0, 406, 11168, 102
1643143184193, 1643143221732, 12978, 0, 383, 12157, 148
1643143184199, 1643143218729, 12940, 0, 409, 11368, 102
1643143184200, 1643143218720, 12937, 0, 358, 9631, 100
1643143185896, 1643143210808
1643143185898, 1643143216551, 11272, 0, 222, 10760, 20
1643143185899, 1643143221734, 11240, 0, 920, 14481, 82
1643143185900, 1643143221732, 11263, 0, 497, 11602, 148
1643143185902, 1643143210792
1643143187605, 1643143210782, 476, 0, 947, 5723, 8573
1643143187759, 1643143217775, 840, 0, 350, 14162, 6820
1643143187799, 1643143217776, 847, 0, 362, 14065, 6821
1643143187828, 1643143210783, 818, 0, 544, 5826, 8338
1643143196341, 1643143221734, 835, 0, 399, 13602, 81
1643143196492, 1643143220503, 6277, 0, 373, 7117, 85
1643143196492, 1643143218728, 699, 0, 348, 8537, 102
1643143196492, 1643143229762, 6278, 0, 809, 13383, 1989
1643143196492, 1643143230241, 6279, 0, 492, 8345, 8406
1643143196496, 1643143220818, 6274, 0, 381, 7173, 92
1643143196498, 1643143218728, 4343, 0, 654, 6405, 99
1643143196503, 1643143218728, 4339, 0, 209, 6004, 107
1643143196538, 1643143218728, 703, 0, 408, 10856, 108
1643143196560, 1643143221732, 3105, 0, 347, 11301, 147
1643143196564, 1643143221284, 2978, 0, 365, 7916, 4176
1643143199406, 1643143221735, 316, 0, 276, 10731, 82
1643143200027, 1643143218187, 1576, 0, 672, 7576, 18
1643143200028, 1643143221736, 1753, 0, 700, 10795, 84
1643143200028, 1643143220818, 1985, 0, 434, 7755, 90
1643143200038, 1643143221734, 1984, 0, 347, 10161, 81
1643143200038, 1643143221282, 648, 0, 208, 8975, 3357
1643143200038, 1643143218263, 1525, 0, 801, 7544, 95
1643143200038, 1643143214899, 1975, 0, 590, 3151, 13
1643143200072, 1643143218728, 623, 0, 406, 5920, 101
1643143200074, 1643143221734, 620, 0, 220, 9479, 146
1643143200078, 1643143220820, 674, 0, 580, 7698, 95
1643143200078, 1643143218708, 1946, 0, 396, 5759, 54
1643143200086, 1643143221733, 669, 0, 238, 9289, 148
1643143200086, 1643143218187, 2833, 0, 403, 4423, 45
1643143200086, 1643143220818, 1701, 0, 487, 7332, 90
1643143200086, 1643143221453, 609, 0, 595, 7825, 638
1643143200091, 1643143235968, 1698, 0, 1258, 21555, 165
1643143200099, 1643143221736, 1927, 0, 311, 8326, 82
1643143200099, 1643143218728, 1474, 0, 305, 5953, 101
1643143200100, 1643143218710, 1505, 0, 440, 5498, 55
1643143200100, 1643143218728, 1487, 0, 270, 6360, 105
1643143200103, 1643143218728, 1922, 0, 333, 5688, 105
1643143200473, 1643143229710, 4115, 0, 283, 14502, 66
1643143206105, 1643143229595, 490, 0, 290, 9281, 2333
1643143206435, 1643143229763, 1013, 0, 172, 9195, 2500
1643143210797, 1643143237110, 554, 0, 652, 17930, 13
1643143210797, 1643143246494, 655, 0, 279, 20588, 6408
1643143210804, 1643143237020, 200, 0, 872, 17330, 79
1643143210820, 1643143246495, 631, 0, 448, 20104, 6408
1643143210822, 1643143237111, 630, 0, 538, 16960, 13
1643143210847, 1643143246952, 6995, 0, 1001, 18669, 13
1643143210901, 1643143246494, 7053, 0, 1528, 13651, 6407
1643143214911, 1643143235889, 194, 0, 749, 12610, 87
1643143216561, 1643143248774, 5932, 0, 741, 10016, 8050
1643143217787, 1643143248773, 6971, 0, 353, 8221, 8050
1643143217789, 1643143248773, 6968, 0, 307, 8294, 8050
1643143217794, 1643143261522, 5357, 0, 469, 27639, 31
1643143218198, 1643143238964, 1283, 0, 429, 11191, 24
1643143218200, 1643143246494, 1288, 0, 627, 11884, 7145
1643143218204, 1643143248771, 1477, 0, 1339, 9912, 8047
1643143218273, 1643143246494, 1433, 0, 226, 11974, 7143
1643143218721, 1643143248327, 739, 0, 566, 8595, 7790
1643143218729, 1643143261522, 6898, 0, 550, 25356, 32
1643143218729, 1643143248772, 1041, 0, 215, 9932, 8050
1643143202524, 1643143229698, 1648, 0, 493, 12817, 56
1643143202620, 1643143229721, 1556, 0, 492, 13111, 78
1643143202999, 1643143229763, 1843, 0, 452, 9620, 2170
1643143201425, 1643143230095, 4149, 0, 528, 12885, 1326
1643143218744, 1643143248132, 716, 0, 156, 19474, 148
1643143218744, 1643143248771, 766, 0, 345, 9834, 8049
1643143218744, 1643143248772, 1027, 0, 416, 9731, 8050
1643143218744, 1643143248771, 1030, 0, 1052, 10380, 8047
1643143218749, 1643143248771, 713, 0, 1113, 10702, 8047
1643143218750, 1643143266810, 6809, 0, 507, 29107, 3202
1643143218751, 1643143266810, 6750, 0, 944, 28466, 3202
1643143218751, 1643143248773, 1021, 0, 947, 10689, 8049
1643143218753, 1643143261613, 7280, 0, 1228, 17990, 7726
1643143218755, 1643143248773, 1017, 0, 1029, 10705, 8048
1643143220517, 1643143248771, 301, 0, 559, 9289, 8047
1643143220830, 1643143248773, 1935, 0, 1359, 7040, 8049
1643143220831, 1643143261614, 930, 0, 736, 21244, 8841
1643143220832, 1643143248772, 1949, 0, 438, 6672, 8048
1643143220832, 1643143248102, 1807, 0, 741, 5883, 7564
1643143221551, 1643143248771, 1522, 0, 1063, 7368, 8048
1643143221552, 1643143248771, 1189, 0, 1988, 8348, 8049
1643143221552, 1643143261567, 1529, 0, 377, 27907, 75
1643143221744, 1643143260853, 8961, 0, 267, 9534, 10344
1643143221744, 1643143266810, 8898, 0, 245, 24228, 3201
1643143221744, 1643143261591, 8899, 0, 305, 12634, 8817
1643143221744, 1643143266813, 8963, 0, 283, 21875, 4167
1643143221748, 1643143261614, 8957, 0, 196, 14341, 7725
1643143221752, 1643143261521, 8892, 0, 476, 20738, 32
1643143221753, 1643143261616, 8954, 0, 344, 10973, 7836
1643143221753, 1643143260668, 8951, 0, 283, 16690, 5675
1643143221753, 1643143261592, 8890, 0, 141, 14435, 8820
1643143221759, 1643143261522, 8881, 0, 271, 17775, 32
1643143221760, 1643143261591, 8593, 0, 159, 12863, 8819
1643143221760, 1643143260426, 8948, 0, 283, 16784, 5433
1643143221763, 1643143243733, 8898, 0, 245, 3266, 18
1643143229654, 1643143258855, 815, 0, 283, 11873, 4944
1643143229723, 1643143266810, 9290, 0, 303, 14049, 3202
1643143229773, 1643143259317, 466, 0, 504, 8432, 9858
1643143229779, 1643143262721, 458, 0, 424, 22284, 18
1643143230254, 1643143261616, 425, 0, 272, 9882, 7761
1643143235900, 1643143265780, 4015, 0, 241, 18407, 38
1643143235982, 1643143267418, 493, 0, 212, 19157, 113
1643143237032, 1643143266810, 173, 0, 308, 19055, 3289
1643143237122, 1643143271226, 14024, 0, 3241, 8657, 70
1643143237124, 1643143266809, 116, 0, 212, 19112, 3287
1643143238974, 1643143261522, 359, 0, 360, 14596, 32
1643143243748, 1643143287191, 15437, 0, 325, 10830, 8602
1643143246505, 1643143269947, 442, 0, 1532, 13104, 117
1643143246508, 1643143271842, 675, 0, 1469, 15109, 73
1643143246511, 1643143268929, 437, 0, 1162, 12643, 53
1643143246513, 1643143271844, 435, 0, 1537, 14943, 75
1643143246515, 1643143271262, 669, 0, 1473, 14406, 90
1643143246963, 1643143271845, 531, 0, 320, 14716, 74
1643143248119, 1643143267597, 3139, 0, 1276, 4829, 100
1643143248143, 1643143267597, 5684, 0, 715, 4120, 101
1643143248341, 1643143267418, 324, 0, 3583, 4514, 111
1643143248782, 1643143282094, 10957, 0, 311, 11944, 22
1643143248784, 1643143288212, 10956, 0, 545, 11582, 7723
1643143248783, 1643143282228, 10972, 0, 428, 10364, 29
1643143248785, 1643143288212, 10955, 0, 214, 8616, 7723
1643143248788, 1643143287192, 10862, 0, 425, 6377, 8601
1643143248788, 1643143287194, 10965, 0, 239, 7023, 8603
1643143248790, 1643143287192, 10949, 0, 427, 8827, 8601
1643143248793, 1643143287193, 10958, 0, 816, 5836, 8600
1643143248794, 1643143287192, 10960, 0, 424, 6657, 8601
1643143248795, 1643143288212, 10856, 0, 240, 9107, 7723
1643143248796, 1643143287191, 10857, 0, 526, 6798, 8602
1643143248799, 1643143287193, 10851, 0, 245, 9119, 8812
1643143248800, 1643143279470, 10953, 0, 403, 3667, 4476
1643143248807, 1643143287192, 10932, 0, 408, 9935, 8603
1643143248807, 1643143273111, 10843, 0, 297, 5412, 117
1643143248811, 1643143273616, 10927, 0, 394, 5819, 54
1643143258869, 1643143287193, 862, 0, 405, 7158, 8602
1643143259329, 1643143292716, 4486, 0, 178, 14303, 4383
1643143260437, 1643143288211, 404, 0, 284, 10954, 7722
1643143260679, 1643143287191, 379, 0, 249, 9017, 8602
1643143260875, 1643143287194, 324, 0, 613, 5388, 8603
1643143261533, 1643143288213, 577, 0, 284, 8571, 7724
1643143261539, 1643143287192, 408, 0, 123, 5104, 8602
1643143261538, 1643143288210, 567, 0, 165, 9946, 7721
1643143261538, 1643143287194, 598, 0, 287, 5030, 8603
1643143261541, 1643143288212, 703, 0, 443, 6380, 7723
1643143261579, 1643143288213, 350, 0, 311, 7266, 7725
1643143261599, 1643143288210, 346, 0, 433, 9230, 7722
1643143261603, 1643143287192, 251, 0, 170, 8554, 8603
1643143261607, 1643143282407, 638, 0, 148, 9349, 63
1643143261624, 1643143292717, 618, 0, 207, 15347, 4387
1643143261627, 1643143292716, 648, 0, 321, 15071, 4402
1643143261627, 1643143292716, 577, 0, 384, 15504, 4400
1643143261628, 1643143288212, 576, 0, 159, 6653, 7723
1643143261628, 1643143282407, 574, 0, 186, 9143, 63
1643143262733, 1643143292717, 254, 0, 219, 14471, 4385
1643143265790, 1643143292715, 827, 0, 156, 14072, 4384
1643143266821, 1643143292716, 2434, 0, 233, 10823, 4385
1643143266824, 1643143292714, 2433, 0, 202, 10744, 4384
1643143266824, 1643143292718, 2687, 0, 279, 8778, 4387
1643143266825, 1643143292717, 1794, 0, 317, 10647, 4386
1643143266826, 1643143292715, 2433, 0, 368, 9538, 4385
1643143266830, 1643143292715, 2680, 0, 285, 9688, 4384
1643143266832, 1643143292715, 1705, 0, 207, 9149, 4384
1643143244815, 1643143282095, 14936, 0, 216, 10342, 20
1643143245312, 1643143271846, 608, 0, 1459, 14893, 76
1643143245822, 1643143268547, 336, 0, 1416, 12332, 64
1643143246322, 1643143267596, 389, 0, 1332, 11544, 100
1643143267641, 1643143282170, 948, 0, 132, 4210, 85
1643143267642, 1643143292716, 948, 0, 289, 8734, 4383
1643143267642, 1643143292716, 948, 0, 291, 8237, 4836
1643143267648, 1643143282173, 482, 0, 232, 3390, 86
1643143268941, 1643143292714, 92, 0, 119, 11483, 4384
1643143269957, 1643143292716, 4703, 0, 480, 6293, 4387
1643143271237, 1643143310331, 4560, 0, 135, 13067, 13536
1643143271271, 1643143310333, 4597, 0, 297, 12490, 13539
1643143271853, 1643143289991, 4077, 0, 217, 7055, 13
1643143271855, 1643143310332, 4264, 0, 185, 12984, 13538
1643143271857, 1643143310331, 4076, 0, 165, 12306, 13534
1643143273122, 1643143292204, 2724, 0, 152, 9301, 88
1643143273628, 1643143310330, 2210, 0, 246, 13020, 13536
1643143279487, 1643143311383, 4426, 0, 217, 15918, 828
1643143282113, 1643143296380, 1116, 0, 1097, 3171, 203
1643143282181, 1643143315301, 3122, 0, 174, 21202, 17
1643143282191, 1643143310331, 843, 0, 294, 7536, 9280
1643143282240, 1643143311383, 3264, 0, 1052, 15331, 828
1643143282421, 1643143311383, 2965, 0, 300, 16915, 829
1643143282424, 1643143311382, 3148, 0, 1196, 15243, 827
1643143287201, 1643143315301, 2190, 0, 160, 18349, 16
1643143287204, 1643143311380, 2187, 0, 804, 13552, 828
1643143287205, 1643143315300, 1993, 0, 232, 18684, 16
1643143287206, 1643143315304, 2108, 0, 612, 16923, 18
1643143287206, 1643143323051, 2184, 0, 609, 23004, 86
1643143287207, 1643143312619, 2107, 0, 693, 15540, 77
1643143287215, 1643143323051, 2177, 0, 1034, 20961, 86
1643143287215, 1643143323045, 2174, 0, 398, 23460, 84
1643143287216, 1643143315368, 2098, 0, 311, 15936, 82
1643143287220, 1643143323152, 2170, 0, 694, 22594, 190
1643143287220, 1643143317085, 2171, 0, 330, 15213, 136
1643143287226, 1643143315301, 2166, 0, 284, 15171, 15
1643143287229, 1643143324784, 2159, 0, 689, 23005, 755
1643143287230, 1643143327085, 2162, 0, 685, 25710, 50
1643143287233, 1643143315304, 2082, 0, 299, 15767, 19
1643143288221, 1643143318740, 4772, 0, 1102, 16450, 152
1643143288223, 1643143324784, 4822, 0, 686, 21446, 754
1643143288225, 1643143320940, 6215, 0, 1182, 17379, 12
1643143288227, 1643143323045, 6212, 0, 489, 17987, 84
1643143288227, 1643143323045, 4765, 0, 596, 20896, 84
1643143288227, 1643143320940, 4819, 0, 765, 16101, 12
1643143288229, 1643143323051, 4816, 0, 770, 17714, 84
1643143288231, 1643143312812, 6208, 0, 915, 7197, 192
1643143288233, 1643143327085, 4813, 0, 1099, 21726, 48
1643143288234, 1643143327084, 4811, 0, 1370, 21617, 49
1643143290001, 1643143315301, 353, 0, 443, 17235, 17
1643143292243, 1643143315261, 303, 0, 347, 14427, 51
1643143292728, 1643143323051, 657, 0, 1211, 18248, 85
1643143292728, 1643143311383, 567, 0, 1139, 5133, 827
1643143292729, 1643143324784, 662, 0, 403, 21543, 753
1643143292730, 1643143317255, 659, 0, 707, 14305, 14
1643143292734, 1643143323045, 657, 0, 1079, 20445, 85
1643143292734, 1643143327084, 658, 0, 767, 21320, 50
1643143292736, 1643143324784, 652, 0, 296, 19451, 752
1643143292736, 1643143317412, 566, 0, 471, 12634, 170
1643143292736, 1643143333253, 553, 0, 569, 20771, 6567
1643143292740, 1643143317085, 648, 0, 919, 11696, 136
